[label]	tdl_label
Voltage-dependent L-type calcium channel subunit alpha-1C	Tclin
Voltage-dependent L-type calcium channel subunit alpha-1F	Tchem
Voltage-dependent L-type calcium channel subunit beta-1	Tbio
Voltage-dependent L-type calcium channel subunit beta-2	Tbio
Voltage-dependent T-type calcium channel subunit alpha-1H	Tclin
Voltage-dependent calcium channel gamma-1 subunit	Tbio
Voltage-dependent calcium channel gamma-2 subunit	Tbio
Voltage-dependent calcium channel gamma-3 subunit	Tbio
Voltage-dependent calcium channel gamma-4 subunit	Tdark
Voltage-dependent calcium channel gamma-5 subunit	Tdark
Voltage-dependent calcium channel gamma-6 subunit	Tdark
Voltage-dependent calcium channel gamma-7 subunit	Tdark
Voltage-dependent calcium channel gamma-8 subunit	Tdark
Voltage-dependent calcium channel gamma-like subunit	Tbio
Voltage-dependent calcium channel subunit alpha-2/delta-1	Tclin
Voltage-dependent calcium channel subunit alpha-2/delta-2	Tclin
Voltage-dependent calcium channel subunit alpha-2/delta-3	Tbio
Voltage-dependent calcium channel subunit alpha-2/delta-4	Tbio
Voltage-dependent l-type calcium channel subunit alpha-1d	Tclin
Voltage-dependent l-type calcium channel subunit alpha-1s	Tchem
Voltage-dependent l-type calcium channel subunit beta-3	Tbio
Voltage-dependent l-type calcium channel subunit beta-4	Tbio
Voltage-dependent n-type calcium channel subunit alpha-1b	Tclin
Voltage-dependent p/q-type calcium channel subunit alpha-1a	Tchem
Voltage-dependent r-type calcium channel subunit alpha-1e	Tbio
Voltage-dependent t-type calcium channel subunit alpha-1g	Tclin
Voltage-dependent t-type calcium channel subunit alpha-1i	Tclin
Voltage-gated hydrogen channel 1	Tbio
Voltage-gated potassium channel subunit beta-1	Tbio
Voltage-gated potassium channel subunit beta-2	Tbio
Voltage-gated potassium channel subunit beta-3	Tdark
Vomeronasal type-1 receptor 1	Tbio
Vomeronasal type-1 receptor 2	Tdark
Vomeronasal type-1 receptor 3	Tdark
Vomeronasal type-1 receptor 4	Tdark
Vomeronasal type-1 receptor 5	Tdark
Wee1-like protein kinase	Tchem
Wee1-like protein kinase 2	Tchem
Xylulose kinase	Tbio
ZACN	Tdark
Zinc-activated ligand-gated ion channel	Tchem
Zinc-activated ligand-gated ion channel	Tdark
Zinc-activated ligand-gated ion channel	Tclin
[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	Tbio
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	Tchem
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	Tchem
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	Tbio
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	Tbio
